"Collection Name","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Topic#7","Subject Topic URI#7","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Geographic#4","Subject Geographic URI#4","Subject Geographic#5","Subject Geographic URI#5","Subject Geographic#6","Subject Geographic URI#6","Subject Temporal#1","Subject Temporal URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Germantown 4-ply: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1972/1984","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","12 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for rugs and blankets woven from 4-ply Germantown yarn. Germantown yarn is named after its place of manufacture in Pennsylvania. Four-ply yarns from Germantown were used by Navajo weavers around 1875. These yarns had afine texture and wide range of colors that made them suitable for weaving textiles with fine detail. Germantown yarn is associated with eye dazzler blankets, saddle throws, fancy rugs, table runners, and pillow tops. The practice of weaving with Germantown yarn ceased in approximatley 1900.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","Navajo blankets","https://lccn.loc.gov/sh2002005112","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_007.pdf","https://ark.colorado.edu/ark:/47540/rn4d1571x79s","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","15","1247830","5255","JBT01_007.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~15~1247830"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Karen Huntsman collection, items 1 - 50: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1993/1996","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","56 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for textiles in a private collection owned, at the time of analysis, by Karen Huntsman of Park City, Utah. The analyses are preceded by a introduction to the collection by Joe Ben Wheat which explains its strenghts and significance. This is possibly the largest private collection of textiles analyzed by Joe Ben.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_008.01.pdf","https://ark.colorado.edu/ark:/47540/11625f48z8c1","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","16","1247828","5255","JBT01_008.01.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~16~1247828"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Karen Huntsman collection, items 101 - 150: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1993/1996","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","106 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for textiles in a private collection owned, at the time of analysis, by Karen Huntsman of Park City, Utah. The analyses are preceded by a introduction to the collection by Joe Ben Wheat which explains its strenghts and significance. This is possibly the largest private collection of textiles analyzed by Joe Ben.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_008.03.pdf","https://ark.colorado.edu/ark:/47540/7v4r7z04n7t1","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","18","1247824","5255","JBT01_008.03.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~18~1247824"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Karen Huntsman collection, items 51 - 100: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1993/1996","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","63 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for textiles in a private collection owned, at the time of analysis, by Karen Huntsman of Park City, Utah. The analyses are preceded by a introduction to the collection by Joe Ben Wheat which explains its strenghts and significance. This is possibly the largest private collection of textiles analyzed by Joe Ben.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_008.02.pdf","https://ark.colorado.edu/ark:/47540/pn9v0m03d08z","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","17","1247826","5255","JBT01_008.02.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~17~1247826"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Late classic 3-ply and handspun: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1972/1990","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","37 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file primarily contains textile analysis sheets of serapes which are made either of raveled or handspun yarns.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_012.pdf","https://ark.colorado.edu/ark:/47540/dc7n2c96d3gn","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","22","1247816","5255","JBT01_012.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~22~1247816"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Late classic raveled and handspun: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1972/1990","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","68 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file primarily contains textile analysis sheets of serapes which are made either of raveled, 3-ply, or handspun yarns.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_009.pdf","https://ark.colorado.edu/ark:/47540/mf6q5x65z755","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","19","1247822","5255","JBT01_009.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~19~1247822"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Late classic raveled, 3-ply, and handspun: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1972/1990","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","59 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file primarily contains textile analysis sheets of serapes which are made either of 3-ply or handspun yarns.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_010.pdf","https://ark.colorado.edu/ark:/47540/b95q6r57b6j7","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","20","1247820","5255","JBT01_010.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~20~1247820"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Late classic raveled, 4-ply, and handspun: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1972/1974","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","59 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file primarily contains textile analysis sheets of serapes which are made either of 4-ply or handspun yarns.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_011.pdf","https://ark.colorado.edu/ark:/47540/s1795f4056bm","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","21","1247818","5255","JBT01_011.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~21~1247818"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Mantas, blue borders, fancy, white center, two-piece dresses: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1971/1990","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","70 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for a variety textile forms, all of which are types of manta or other wearing garment. A manta is a one-piece garment worn as a shawl or sewn into a one-piece dress. Blue-borders is a Diné (Navajo) subtype of manta which is similar to a Pueblo manta dress but characterized by tapestry twill. Diné fancy mantas were a continuation of earlier one-piece dresses or mantas and were worn as shawls or blankets. Gradually the fancy manta (shawl) transitioned from a open twill weave to a tapestry weave and included designs typical of other tapestry weaves. The term ""white center"" in the title of this file refers to a design element used in certain mantas. Finally, a two-piece dress is a Diné garment consisting of two identical blankets sewn together at the shoulder and along the sides to create a single garment.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_013.pdf","https://ark.colorado.edu/ark:/47540/s8653v24p88s","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","23","1247814","5255","JBT01_013.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~23~1247814"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Mantas, fancy: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1971/1978","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","33 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for a type of Diné (Navajo) manta referred to by Joe Ben Wheat as the fancy manta. Diné fancy mantas were a continuation of earlier one-piece dresses or mantas and were worn as shawls or blankets. Gradually the fancy manta (shawl) transitioned from a open twill weave to a tapestry weave and included designs typical of other tapestry weaves.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_014.pdf","https://ark.colorado.edu/ark:/47540/kj4g3q358114","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","24","1247812","5255","JBT01_014.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~24~1247812"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Mantas, Navajo blue borders: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1970/1980","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","6 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for Diné (Navajo) blue borders style mantas. Blue-borders is a Diné subtype of manta, also referred to as a one-piece dress, which is similar to a Pueblo manta dress but characterized by tapestry twill.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_015.pdf","https://ark.colorado.edu/ark:/47540/7n2d9311x82h","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","25","1247810","5255","JBT01_015.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~25~1247810"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Mantas, Pueblo: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1972/1992","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","15 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for Pueblo mantas.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","Zuni Tribe of the Zuni Reservation, New Mexico","https://lccn.loc.gov/no2008088949","Pueblo of Acoma, New Mexico","https://lccn.loc.gov/no2011168599","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_016.pdf","https://ark.colorado.edu/ark:/47540/06789b97n0ch","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","26","1247808","5255","JBT01_016.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~26~1247808"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Non-southwestern U.S. textiles: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1971/1989","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","155 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for textiles created outside of the United States southwest. It includes textiles from the Pacific coast, Mexico, Guatemala, Ecuador, Peru, Chile, Argentina, Africa, Oceania, and Europe.","Textile research","https://lccn.loc.gov/sh85134390","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","","","","","","","","","","","","","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_036.pdf","https://ark.colorado.edu/ark:/47540/0x581d25h93k","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","46","1247860","5255","JBT01_036.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~46~1247860"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Old Rio Grande and Mexican: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1973/1976","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","128 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for textiles from colonial Spanish areas along the Rio Grande valley and in Mexico.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_017.pdf","https://ark.colorado.edu/ark:/47540/nm0w3556d07v","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","27","1247806","5255","JBT01_017.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~27~1247806"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Pictorial and Yei sand painting: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1972/1974","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","32 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for Diné (Navajo) textiles which illustrate scenes including those designed after the Diné sand painting tradition.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_018.pdf","https://ark.colorado.edu/ark:/47540/hg0c0n26764w","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","28","1247804","5255","JBT01_018.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~28~1247804"
"CU Museum of Natural History: Joe Ben Wheat Collection on Textiles","Ponchos: textile analysis sheets","Devised","Wheat, Joe Ben","Creator","http://id.loc.gov/authorities/names/n86818999","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","Artifact analysis worksheet","local","1972/1996","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","26 pages","Records (Documents)","http://id.loc.gov/authorities/genreForms/gf2014026163","This file contains textile analysis sheets for ponchos. A poncho is fabric worn as outerwear - it is similar to a sarape but includes a hole in the middle through which the head passes through.","Textile research","https://lccn.loc.gov/sh85134390","Navajo textile fabrics","https://lccn.loc.gov/sh85090349","Indian textile fabrics","https://lccn.loc.gov/sh85065072","Textile industry","https://lccn.loc.gov/sh85134373","Dyes and dyeing","https://lccn.loc.gov/sh85040281","Indians of North America","https://lccn.loc.gov/sh85065184","","","Navajo Nation, Arizona, New Mexico & Utah","https://lccn.loc.gov/no97004282","Southwest, New--Antiquities","https://lccn.loc.gov/sh85125670","","","","","","","","","Twentieth century","https://lccn.loc.gov/sh85139020","JBT01_019.pdf","https://ark.colorado.edu/ark:/47540/9h0n9f08t61h","CU Museum of Natural History","2023","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","29","1247802","5255","JBT01_019.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~46~46~29~1247802"
